AA0,15,2,1.7008345428156748e-05
AA0,15,3,4.868549172346641e-05
AA1,2,1,0.0004321932709705303
AA1,2,2,0.00020727536532283138
AA10,2,1,0.00031498831613106446
AA10,2,2,2.0727536532283137e-05
AA10,2,3,3.387189648748433e-05
AA10,6,1,1.8334158370460003e-05
AA10,15,2,2.5512518142235124e-05
AA10,15,3,9.737098344693281e-05
AA11,15,2,2.834724238026125e-06
AA12,6,1,1.8334158370460003e-05
AA2,2,1,0.007614659409726546
AA2,2,2,0.008612291429163643
AA2,2,3,0.009423161602818142
AA2,6,1,0.011513851456648882
AA2,6,2,0.008639170639618596
AA2,6,3,0.01060048539888828
AA2,15,1,0.008876065285071857
AA2,15,2,0.011775444484760523
AA2,15,3,0.006438656280428432
AA3,2,1,0.007391237464563815
AA3,2,2,0.0015338377033889523
AA3,2,3,0.009497679775090606
AA3,6,1,0.003850173257796601
AA3,6,2,0.00015998464147441846
AA3,15,1,0.0007861882449133621
AA3,15,2,0.002250771044992743
AA3,15,3,0.008154819863680622
AA4,15,2,4.819031204644412e-05
AA5,2,1,1.8313274193666537e-05
AA5,2,2,3.109130479842471e-05
AA5,2,3,2.03231378924906e-05
AA5,15,1,7.86188244913362e-06
AA5,15,2,2.834724238026125e-06
AA5,15,3,2.4342745861733204e-05
AA6,2,1,0.004992198545193498
AA6,2,2,0.004446056586174733
AA6,2,3,0.008935406293398368
AA6,6,1,0.009808774728196102
AA6,6,2,0.004671551531053019
AA6,6,3,0.007547169811320755
AA6,15,1,0.012940658511273939
AA6,15,2,0.007704780478955007
AA6,15,3,0.012670399221032132
AA7,2,1,0.0005017837129064631
AA7,2,2,0.00045600580371022906
AA7,2,3,0.0003251702062798496
AA7,6,1,0.00029334653392736005
AA7,6,2,0.0025277573352958118
AA7,6,3,0.00010960620057934706
AA7,15,2,0.00013039731494920173
AA7,15,3,0.00021908471275559882
AA8,6,1,1.8334158370460003e-05
CBM0,2,1,0.0006702658354881953
CBM0,2,2,0.0004663695719763706
CBM0,2,3,0.00033871896487484333
CBM0,6,1,0.0004033514841501201
CBM0,6,2,0.0009919047771413945
CBM0,6,3,0.0002975025444296563
CBM0,15,1,0.00035378471021101294
CBM0,15,2,0.0004422169811320755
CBM0,15,3,0.0009980525803310613
CBM1,2,1,1.0987964516199922e-05
CBM1,2,2,3.109130479842471e-05
CBM1,2,3,8.12925515699624e-05
CBM1,15,1,0.00016509953143180604
CBM1,15,2,3.685141509433962e-05
CBM1,15,3,4.868549172346641e-05
CBM10,2,1,0.00028202442258246465
CBM10,2,2,0.00021763913358897294
CBM10,2,3,0.0003658164820648308
CBM10,6,2,0.00012798771317953478
CBM10,6,3,0.0001722383151961168
CBM10,15,1,7.86188244913362e-05
CBM10,15,2,0.0004563906023222061
CBM10,15,3,9.737098344693281e-05
CBM11,2,1,0.00018679539677539869
CBM11,2,2,0.00014509275572598197
CBM11,2,3,0.000304847068387359
CBM11,6,1,0.0004033514841501201
CBM11,6,2,3.1996928294883694e-05
CBM11,6,3,0.00037579268770061847
CBM11,15,1,0.00010220447183873707
CBM11,15,2,0.00016157928156748912
CBM11,15,3,0.00027994157740993185
CBM12,2,1,6.592778709719953e-05
CBM12,2,2,3.109130479842471e-05
CBM12,2,3,0.0001219388273549436
CBM12,6,1,3.666831674092001e-05
CBM12,6,2,6.399385658976739e-05
CBM12,6,3,0.00014092225788773192
CBM12,15,1,7.86188244913362e-05
CBM12,15,2,5.385976052249637e-05
CBM12,15,3,8.519961051606622e-05
CBM13,2,1,0.001512676448396856
CBM13,2,2,0.0018240232148409162
CBM13,2,3,0.0018494055482166448
CBM13,6,1,0.0020167574207506003
CBM13,6,2,0.002399769622116277
CBM13,6,3,0.002223440068895326
CBM13,15,1,0.0014072769583949182
CBM13,15,2,0.0015364205370101596
CBM13,15,3,0.003055014605647517
CBM14,2,3,5.419503437997493e-05
CBM16,2,1,7.325309677466615e-06
CBM16,2,2,1.0363768266141568e-05
CBM16,2,3,1.3548758594993733e-05
CBM16,6,1,1.8334158370460003e-05
CBM16,15,1,2.358564734740086e-05
CBM16,15,2,2.834724238026125e-06
CBM16,15,3,0.00013388510223953263
CBM18,2,2,3.109130479842471e-05
CBM2,2,1,0.002384388300015383
CBM2,2,2,0.0018343869831070577
CBM2,2,3,0.0019036005825966197
CBM2,6,1,0.0019067524705278405
CBM2,6,2,0.001439861773269766
CBM2,6,3,0.0024269944413998277
CBM2,15,1,0.001470172017987987
CBM2,15,2,0.00231880442670537
CBM2,15,3,0.0021908471275559884
CBM20,2,1,0.00031865097096979775
CBM20,2,2,0.0001761840605244067
CBM20,2,3,0.0002845239304948684
CBM20,6,1,0.00020167574207506005
CBM20,6,2,0.0003199692829488369
CBM20,6,3,9.394817192515462e-05
CBM20,15,1,3.144752979653448e-05
CBM20,15,2,0.000340166908563135
CBM20,15,3,7.302823758519961e-05
CBM22,2,1,0.00016848212258173214
CBM22,2,2,0.0003005492797181055
CBM22,2,3,0.00021678013751989973
CBM22,6,1,0.00012833910859322002
CBM22,6,3,0.00023487042981288657
CBM22,15,1,0.000290889650617944
CBM22,15,2,0.00027780297532656025
CBM22,15,3,3.6514118792599804e-05
CBM23,2,1,2.930123870986646e-05
CBM23,2,2,4.1455073064566274e-05
CBM23,2,3,5.419503437997493e-05
CBM23,6,1,1.8334158370460003e-05
CBM23,6,2,6.399385658976739e-05
CBM23,6,3,1.5658028654192437e-05
CBM23,15,1,4.717129469480172e-05
CBM23,15,2,9.921534833091437e-05
CBM23,15,3,6.085686465433301e-05
